internet,gas,washing_machine,air_conditioner,refrigerator,elevator,microwave,breakfast,toilet,heating,parking,station,move_in_date,sink,type,si,sgg,emd,ro,detail,rent,lat,lng,introduce,address
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,대방동길 19,1,25,37.501423,126.927804,7호선 신대방삼거리역확인매물취향저격풀옵션역도보3분,서울 동작구 대방동 391-106
1,1,1,1,1,1,1,1,1,0,1,1,1,1,OR,서울,동작구,empty,상도로13나길 8,2,45,37.500676,126.930013,초역세권 엘베있음 대형창문있는 원룸 주차가능 즉시입주,서울 동작구 상도동 335-149
1,1,1,1,1,1,1,1,1,0,1,1,1,1,OR,서울,동작구,empty,대방동27길 73,1,40,37.501837,126.924584,실제사진O｜즉시 입주O｜현관보안O｜주차O｜보라매역 인근의 원룸,서울 동작구 대방동 391-301
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,만양로12길 6,1,34,37.509568,126.946013,가성비좋은 깔끔한 풀옵션 원룸,서울 동작구 노량진동 222-51
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,만양로15길 4,1,40,37.511298,126.944095,가성비최고 관리잘 된 풀옵션 원룸 학원가 인근 입지굿,서울 동작구 노량진동 119-87
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,대방동3길 29,B1,40,37.501173,126.925904,실제사진O｜즉시 입주O｜현관보안O｜인근에 학교가 많은 아늑한 방,서울 동작구 대방동 391-152
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,대방동길 27,B1,38,37.501832,126.92791,실제사진O｜즉시 입주O｜현관보안O｜신대방삼거리역과 가까운 가성비방,서울 동작구 대방동 391-87
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,성대로5길 38,B1,35,37.500656,126.934141,상태좋은 지층 원룸 입니다  구경 오세요,서울 동작구 상도동 242-94
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로47가길 38,B1,50,37.501511,126.950602,상도역 중대후문 신축급 풀옵션 원룸,서울 동작구 상도1동 426-1
1,1,1,1,1,1,1,1,1,0,1,0,1,1,OR,서울,동작구,empty,흑석로5길 36,2,60,37.508188,126.95698,정문 중문 7분 신축급 원룸 보증금 부담 없는 집,서울 동작구 흑석동 201-27
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,대방동1길 30,B1,50,37.50054,126.924358,"깔끔하고 넓은 원룸, 보라매역 초역세권, 조용한 동네",서울 동작구 대방동 391-559
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,만양로 20,2,49,37.506221,126.948326,상도역.신축급 컨디션. 주거지역 조용하고 안전해요,서울 동작구 상도동 17-51
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,노량진로14나길 8,1,55,37.512324,126.943333,새단장한 풀옵션 넓은 원룸,서울 동작구 노량진동 85-24
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로43길 14,2,52,37.501142,126.950621,"상도역 5분, 중앙대 10분 채광좋은 풀옵션",서울 동작구 상도1동 366-1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,노량진로14가길 14,6,40,37.51255,126.943223,노량진역 학원가 인접 채광좋은 풀옵션 원룸,서울 동작구 노량진동 85-6
1,1,1,1,1,1,1,1,1,0,0,0,1,1,OR,서울,동작구,empty,성대로31길 26,1,30,37.500217,126.939336,2018년식 보증금조절가능 분리형 넓은 평수 쾌적한 집,서울 동작구 상도동 202-164
1,1,1,1,1,1,1,0,1,0,1,0,1,1,DDDGG,서울,동작구,empty,성대로29길 108,B1,35,37.501106,126.935096,수리됨평지역세권옥탑방5백에25만원있음여자분환영옵션에어콘있음,서울 동작구 상도동 241-10
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로 128,4,49,37.501649,126.93424,7호선 역세권 꿀매물 넓고 깔끔한 리모델링 원룸,서울 동작구 상도동 355-15
1,1,1,1,1,1,1,0,1,0,0,1,1,1,DDDGG,서울,동작구,empty,상도로34길 57,B1,40,37.502735,126.945602,상도역 역세권 가성비 좋은 반지층 2룸,서울 동작구 상도동 159-317
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,장승배기로26길 42,2,38,37.511277,126.941834,조용하고 깨끗한 신축급원룸입니다.,서울 동작구 노량진동 232-85
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,노량진로14길 9,1,45,37.513028,126.942476,지하철2분거리  리모델링해서 깨끗합니다.,서울 동작구 노량진동 72-52
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,만양로14길 35,3,48,37.512242,126.945966,채광굿 크기굿 위치굿 관리잘된 풀옵션 원룸,서울 동작구 노량진동 124-7
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,대방동27길 97,2,33,37.500816,126.924228,"급함 계약방 너어,무나도 아름답소,",서울 동작구 대방동 391-561
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,흑석동,empty,1,35,37.505853,126.95492,중앙대 중문5분 1층 원룸,서울 동작구 흑석동 211-11
1,1,1,1,1,1,1,0,1,0,1,0,1,1,OR,서울,동작구,empty,성대로29길 122,2,47,37.500712,126.934578,완전신축 TV 스타일러 무인택배함 이런방이 이가격 무야호,서울 동작구 상도동 243-19
1,1,1,1,1,1,1,1,1,0,0,1,1,1,DDDGG,서울,동작구,empty,노량진로28길 16,1,35,37.511765,126.955285,노들역 초역세권 풀옵션 저렴한 원룸 월세,서울 동작구 본동 49-38
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,만양로1길 15,B1,45,37.506346,126.946436,상도역 풀옵션 저렴한 원룸 월세,서울 동작구 상도동 22-52
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로15아길 11,1,27,37.503849,126.934701,7호선 장승배기역 도보5분 원룸,서울 동작구 상도동 361-101
0,0,1,0,0,0,1,1,0,0,0,0,0,1,OR,서울,동작구,empty,흑석로5길 43,1,50,37.508373,126.956318,empty,서울 동작구 흑석동 200-19
1,0,0,1,1,1,1,0,0,1,1,0,1,1,OR,서울,동작구,empty,성대로5길 38,2,35,37.500656,126.934141,empty,서울 동작구 상도동 242-94
1,1,1,0,1,0,0,1,0,0,0,1,1,1,OR,서울,동작구,empty,상도로31길 83,4,55,37.505351,126.946073,empty,서울 동작구 상도동 22-86
0,0,0,1,1,0,1,1,0,0,0,1,0,1,VL,서울,동작구,empty,장승배기로16길 8,2,40,37.506735,126.940371,empty,서울 동작구 노량진동 310-57
1,1,1,1,1,1,1,1,1,0,1,1,1,1,OR,서울,동작구,empty,여의대방로46길 20,2,40,37.510272,126.925894,"대방역 3번출구 신길초옆 노량진 공시생, 여의도 직장인 강력추천.",서울 동작구 대방동 353-15
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,장승배기로5길 18,2,36,37.501292,126.939943,장승베기역세권 이정도 분리형 본사람,서울 동작구 상도동 204-124
0,1,1,0,0,1,1,0,0,1,1,0,1,0,OR,서울,동작구,empty,성대로29길 122,2,45,37.500712,126.934578,empty,서울 동작구 상도동 243-19
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,장승배기로24길 23,3,50,37.510096,126.941301,풀 옵션의 조용한 주택가 원룸입니다,서울 동작구 노량진동 232-257
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,장승배기로24가길 22,1,45,37.510755,126.941418,조용하면서 전용이 넓은 원룸입니다,서울 동작구 노량진동 232-66
1,1,1,1,1,1,1,1,1,0,0,1,1,1,DDDGG,서울,동작구,empty,장승배기로27가길 21,2,60,37.510344,126.938673,노량진역 동작구청 후문뒤 풀옵션 방3칸즉시입주가,서울 동작구 노량진동 248-82
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로13가길 8,2,45,37.500739,126.930946,신대방삼거리역 도보3분 초역세권 융자없는 지상층 풀옵션 원룸,서울 동작구 상도동 348-69
1,1,1,1,1,1,1,1,1,0,0,0,1,1,OR,서울,동작구,empty,만양로12길 9,1,40,37.510007,126.945895,새단장한 풀옵션 넓은 원룸,서울 동작구 노량진동 222-27
1,1,1,1,1,1,1,0,1,0,1,1,1,1,OR,서울,동작구,empty,노량진로14가길 14,3,43,37.51255,126.943223,노량진역 초역세권 학원가 풀옵션 원룸,서울 동작구 노량진동 85-6
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로46길 34,4,35,37.51147,126.926318,"대방역 바로앞, 저렴한 풀옵션 원룸 ,깨끗, 빠른입주가능",서울 동작구 대방동 344-22
1,1,1,1,1,1,1,0,1,0,1,0,1,1,OR,서울,동작구,empty,만양로13길 6,5,42,37.510442,126.944243,학원가 마을버스길 인근 단기가능한 깔끔한 원룸,서울 동작구 노량진동 122-3
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로45길 22,B1,40,37.50066,126.951552,융자없는집. 넓고관리잘되는집. 가성비좋은집,서울 동작구 상도1동 350
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,상도로41길 22,B1,45,37.501948,126.950379,상도역. 대로변신축. 중대통학가,서울 동작구 상도1동 428-13
1,1,1,1,1,1,1,1,1,0,1,1,1,1,OR,서울,동작구,empty,대방동25길 11,2,35,37.504286,126.924723," S 즉시가능, 주차가능, 가성비 좋은 지상층 풀옵션",서울 동작구 대방동 376-27
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로41길 22,B1,50,37.501948,126.950379,상도역 큰대로변 신축급 원룸,서울 동작구 상도1동 428-13
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로45길 22,B1,40,37.50066,126.951552,한학기가능. 중대통학가능한 가성비 원룸,서울 동작구 상도1동 350
0,0,0,1,1,1,1,1,0,0,0,1,1,0,DDDGG,서울,동작구,empty,상도로37길 5,3,42,37.503059,126.948727,empty,서울 동작구 상도1동 667
1,1,1,1,1,1,1,1,1,0,0,0,1,1,OR,서울,동작구,empty,상도로47아길 33,B1,30,37.504423,126.952741,중대후문앞 넓고 저렴한 원룸.,서울 동작구 상도동 7-105
1,1,1,1,1,1,1,1,1,0,1,1,1,1,VL,서울,동작구,empty,대방동27길 73,2,40,37.501837,126.924584," S 지상층 풀옵션, 남향, 주차가능, 즉시가능, 역세권",서울 동작구 대방동 391-301
1,0,1,1,0,0,1,0,0,0,0,1,0,0,OR,서울,동작구,empty,상도로38길 3,1,41,37.501564,126.948299,empty,서울 동작구 상도1동 804-2
1,1,1,1,1,1,1,1,1,0,1,1,1,1,DDDGG,서울,동작구,empty,장승배기로24가길 14,1,45,37.510832,126.94097,투룸입니다,서울 동작구 노량진동 232-15
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,상도로15마길 20,2,45,37.503396,126.933766,장승배기역 바로앞 깔끔한 양창 원룸,서울 동작구 상도동 356-99
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로15사길 62,3,50,37.504181,126.934127,요즘 보기 힘든 큰방이면서 금액도 착해요,서울 동작구 상도동 356-55
1,1,1,1,1,1,1,0,1,0,1,1,1,1,OR,서울,동작구,empty,대방동2길 33,3,45,37.502583,126.927677,신축급 깔끔한 지상층 원룸 월세,서울 동작구 대방동 392-4
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로15길 33,3,45,37.502288,126.933696,"신대방삼거리역, 장승배기역 7호선 더블역세권 원룸",서울 동작구 상도동 356-140
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로15아길 13,B1,35,37.504103,126.934724,조용한 주택가 깔끔한 가성비 원룸,서울 동작구 상도동 361-93
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,만양로14가길 19,1,37,37.512491,126.944764,노량진 학원가 3분거리 내 단기가능 풀옵션 원룸,서울 동작구 노량진동 118-9
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,장승배기로26길 19,B1,35,37.511802,126.942184,노량진 학원가 단기가능한 깔끔한 반지층 원룸,서울 동작구 노량진동 84-6
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,만양로15길 4,5,47,37.511298,126.944095,안심추천.깔끔.풀옵션.가성비굿.,서울 동작구 노량진동 119-87
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,등용로14길 77,B1,42,37.51269,126.935376,올수리 되어있음 깨끗하고 조용함.개발지역 아님,서울 동작구 노량진동 266-28
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,장승배기로26길 42,6,38,37.511277,126.941834,노량진역 가까운  리모델링 깔끔한 풀옵션 원룸 가성비좋아요,서울 동작구 노량진동 232-85
1,1,1,1,1,1,1,1,1,0,0,0,1,1,OR,서울,동작구,empty,만양로11길 13,1,43,37.508488,126.946086,실2층 지상층. 쾌적한 준신축. 풀옵션 관리잘되는집,서울 동작구 노량진동 219-47
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,대방동길 27,B1,38,37.501832,126.92791,신대방삼거리역 도보 3분 역세권 가성비 좋은 원룸,서울 동작구 대방동 391-87
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로34가길 3,B1,33,37.504157,126.94537,가성비  갑인 원룸 투척이요,서울 동작구 상도동 29-41
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,대방동2길 33,B1,32,37.502576,126.927457,"신림선, 7호선 더블역세권 원룸 가성비 좋은 원룸",서울 동작구 대방동 392-16
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,성대로6나길 19,1,35,37.497969,126.931852,문.의.다.수신축 깔끔한 화이트톤 인테리어 ,서울 동작구 상도동 307-11
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,국사봉6길 60,1,35,37.49447,126.929845,신대방삼거리역과 보라매병원역 사이 초가성비 원룸,서울 동작구 상도동 302-50
1,1,1,1,1,1,1,1,1,0,1,0,1,1,OR,서울,동작구,empty,보라매로9길 26,3,42,37.495266,126.925819,"주차가능,보라매병원 도보5분, 방 넓고 깨끗한 풀옵션 1룸 월세",서울 동작구 신대방동 366-46
1,1,1,1,1,1,1,1,1,0,0,0,1,1,DDDGG,서울,동작구,empty,성대로8길 13,1,60,37.497614,126.933795,지상층 저렴한 풀옵션 투룸 즉시입주 융자무,서울 동작구 상도동 259-26
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로22사길 22,1,30,37.497151,126.924783,신대방삼거리역 도보5분 신축급 가성비최고 저렴한월세 완전깔끔,서울 동작구 신대방동 359-26
1,1,1,1,1,1,1,1,1,0,0,0,1,1,DDDGG,서울,동작구,empty,보라매로9다길 2,4,55,37.494956,126.926344,신대방삼거리역 신축급 풀옵션 분리형 원룸 월세,서울 동작구 신대방동 344-119
1,1,1,1,1,1,1,0,1,0,1,0,1,1,OR,서울,동작구,empty,보라매로9길 38,B1,30,37.495198,126.924997,"보라매병원 도보5분이내,신축급 분리형 풀옵션 1룸 ",서울 동작구 신대방동 366-41
1,1,1,1,1,1,1,1,1,0,1,0,1,1,DDDGG,서울,동작구,empty,성대로27길 6,2,25,37.499388,126.939631,교통편리한 주택가 큰평수 원룸,서울 동작구 상도동 235-28
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,상도로61길 32,3,50,37.494807,126.956632,숭실대 중문과 메인상권 초역세권 저렴한 지상층 원룸,서울 동작구 상도동 504-7
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,보라매로19길 21,B1,35,37.497686,126.926669,지층같지 않는 1층 원룸입니다. 깔끔합니다,서울 동작구 신대방동 360-141
1,1,1,1,1,1,1,1,1,0,1,0,1,1,OR,서울,동작구,empty,국사봉6길 60,B1,35,37.49447,126.929845,보라매병원 인근 사이즈크고 가성비까지 챙기는 풀옵션원룸,서울 동작구 상도동 302-50
1,1,1,1,1,1,1,0,1,0,1,1,1,1,DDDGG,서울,동작구,empty,여의대방로22아길 5,5,48,37.497305,126.924527,"xi큰길위치, 옵션O, 내부계단, 4층높이, 빠른입주가능.",서울 동작구 신대방동 360-20
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,상도로68길 1,B1,39,37.493021,126.955837,숭실대입구역 1번 출구 역세권 매우 저렴한 분리형 원룸,서울 동작구 상도동 126-12
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로22사길 26,2,47,37.497156,126.925289,신대방삼거리역 도보 5분 가성비 끝판왕 수납많고 전자식 건조대까기,서울 동작구 신대방동 359-6
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,국사봉2나길 14,2,38,37.496401,126.929182,가성비 좋은 신축급 깔끔한 지상층오픈형원룸,서울 동작구 신대방동 348-53
1,0,1,1,0,1,0,0,0,0,1,1,0,0,OR,서울,동작구,empty,국사봉2마길 11,1,30,37.496456,126.929506,empty,서울 동작구 신대방동 348-45
0,1,0,0,0,0,1,0,0,0,1,1,0,0,OR,서울,동작구,empty,보라매로9다길 12,2,28,37.494497,126.926194,empty,서울 동작구 신대방동 344-144
0,1,0,1,1,1,0,1,0,1,1,1,0,0,OR,서울,동작구,empty,국사봉2라길 11,1,40,37.496289,126.929131,empty,서울 동작구 신대방동 341-50
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,보라매로15길 42,1,35,37.496915,126.926035,"신삼역 역세권 깔끔한 신축급 원룸입니다,",서울 동작구 신대방동 360-176
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,동작대로17길 24,B1,33,37.483033,126.979329,융자 없는 깔끔 저렴 오픈형 원룸 ,서울 동작구 사당동 1004-35
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,동작대로41길 4,B1,25,37.496164,126.982131,"반지층, 매우저렴, 1인가구, 대로변",서울 동작구 동작동 102-41
1,1,1,1,1,1,1,1,1,0,0,0,1,1,DDDGG,서울,동작구,empty,사당로 157,2,35,37.487624,126.967368,"카카오대출가,남성역도보7분,도로변바로안쪽위치,풀옵션가성비최고",서울 동작구 사당동 208-8
1,1,1,1,1,1,1,1,1,0,1,0,1,1,OR,서울,동작구,empty,사당로2차길 5,1,37,37.487902,126.965408,급월세.방1.풀옵션 상태양호.평지.,서울 동작구 사당동 202-29
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,사당로16라길 46,B1,43,37.481415,126.968975,"신축급 건물의 깔끔한 풀옵션, 채광O, 애완O, 보증금조율O",서울 동작구 사당동 285-33
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,동작대로11가길 14,4,45,37.480853,126.976216,급매물 저렴한 풀옵션 원룸,서울 동작구 사당동 429-22
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,동작대로11가길 14,4,45,37.480853,126.976216,"초저렴 풀옵션 원룸, 역세권",서울 동작구 사당동 429-22
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,여의대방로22바길 14,2,40,37.496963,126.923002,1.5룸 큰방 가성비 최고 보증금조절가능,서울 동작구 신대방동 364-202
1,1,1,1,1,1,1,1,1,0,1,0,1,1,OR,서울,동작구,empty,여의대방로22바길 14,B1,40,37.496963,126.923002,실제사진O｜즉시 입주O｜주차O｜너무 넓은 반지층 분리형 원룸,서울 동작구 신대방동 364-202
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로22바길 63,2,29,37.497541,126.923334,보라매역 도보4분 초초역세권 가성비최고 풀옵원룸 보증금조절가능,서울 동작구 신대방동 360-55
0,1,0,1,1,0,0,1,1,0,1,0,1,0,OR,서울,동작구,empty,여의대방로22바길 41,4,50,37.496672,126.923428,empty,서울 동작구 신대방동 360-85
1,1,1,1,1,1,1,1,1,0,0,1,1,1,VL,서울,동작구,empty,여의대방로22가길 15,1,35,37.497148,126.920298,보라매역 4분더블역세권가성비 최고 원룸,서울 동작구 신대방동 368-3
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로22가길 15,1,35,37.497148,126.920298,보라매역 4분더블역세권가성비 최고 원룸,서울 동작구 신대방동 368-3
1,1,1,1,1,1,1,0,1,1,1,1,1,1,OR,서울,동작구,empty,여의대방로24다길 21,2,35,37.499025,126.922133,이가격에 가스까지 포함이라니 놓치지 마세요,서울 동작구 대방동 416-23
1,1,1,1,1,1,1,1,1,0,1,1,1,1,DDDGG,서울,동작구,empty,여의대방로24다길 13,2,40,37.498987,126.921844,주차가능. 위치 좋은 가성비 원룸,서울 동작구 대방동 416-28
1,1,1,1,1,1,1,0,1,0,1,1,1,1,OR,서울,동작구,empty,대림로 37,1,32,37.487234,126.908894,"초역세권 완전 예쁘고, 주차가능한 원룸입니다",서울 동작구 신대방동 694-6
1,1,1,1,1,1,1,1,1,0,1,1,1,1,DDDGG,서울,동작구,empty,여의대방로16길 12,2,35,37.496297,126.916501,"보라매초교옆,2층 방2칸,4월말이사,주차안됨",서울 동작구 신대방동 498-42
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,신대방1길 40,4,40,37.486528,126.90947,깔끔한 분리형 원룸이 나왔습니다,서울 동작구 신대방동 696-46
0,1,0,1,0,0,1,1,0,0,0,1,1,0,OR,서울,동작구,신대방동,empty,1,50,37.490024,126.910641,empty,서울 동작구 신대방동 600-25
0,1,1,1,1,1,1,0,0,1,0,1,0,1,OR,서울,동작구,empty,신대방1나길 9,B1,37,37.486569,126.908603,empty,서울 동작구 신대방동 696-23
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로28길 56,B1,30,37.499418,126.923459,보라매역인근 대로변 가성비 좋은 원룸,서울 동작구 대방동 402-39
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,신대방3길 71,B1,45,37.48839,126.907975,신축 도로가. 풀옵션,서울 동작구 신대방동 687-2
1,1,1,1,1,1,1,0,1,0,1,1,1,1,OR,서울,동작구,empty,신대방길 42,3,40,37.488238,126.910468,주차협의후결정,서울 동작구 신대방동 616-12
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,신대방동,empty,1,50,37.490024,126.910641,신축급 깔끔한 풀옵션 월세입니다.,서울 동작구 신대방동 600-25
1,1,0,1,1,1,0,1,0,0,1,1,1,1,OR,서울,동작구,empty,신대방1가길 1,2,55,37.486589,126.909721,empty,서울 동작구 신대방동 696-48
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로24다길 13,2,40,37.498987,126.921844,초초역세권 지상층 넓은 원룸,서울 동작구 대방동 416-28
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,신대방13길 5,1,25,37.489094,126.909658,구름위 떠있는 기분화이트톤 분리형 원룸,서울 동작구 신대방동 605-12
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,대림로 37,B1,33,37.487234,126.908894,2호선 신대방역 초역세권 도보5 컨디션 최상급 넓고 깔끔한 방,서울 동작구 신대방동 694-6
1,1,1,1,1,1,1,0,1,0,1,1,1,1,OR,서울,동작구,empty,신대방1길 40,1,33,37.486528,126.90947,신대방역 도보3분 실매물 실가격 가성비 최고 원룸,서울 동작구 신대방동 696-46
1,1,1,1,1,1,1,0,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로22아길 52,2,45,37.495843,126.923283, 무드등 분리형원룸 FULL 빌트인 동일 가격대 최고집 ,서울 동작구 신대방동 366-220
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,여의대방로24다길 21,1,30,37.499025,126.922133,보라매역 역세권 놓치시면 후회할만한 매물을 가지고왔어요,서울 동작구 대방동 416-23
1,1,1,1,1,1,1,1,1,0,1,0,1,1,OR,서울,동작구,empty,신대방1가길 51,B1,30,37.486631,126.907637,"깔끔한 신대방역세권 대로변 원룸, 융자없는집",서울 동작구 신대방동 695
1,1,1,1,1,1,1,1,1,0,1,0,1,1,OR,서울,동작구,empty,여의대방로22바길 41,2,50,37.496672,126.923428,"깔끔한 원룸, 풀옵션, 넓은 방",서울 동작구 신대방동 360-85
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,흑석로13바길 4,1,55,37.508522,126.95904,"높은1층, 중앙대4분 중대병원 4분거리 풀옵션 조용한원룸 햇빛굿",서울 동작구 흑석동 191-10
1,1,1,1,1,1,1,0,1,0,0,0,1,1,OR,서울,동작구,empty,흑석로13바길 9,3,45,37.508284,126.958446,정문 3분 대형 풀옵션 원룸 위치 좋고 비용 좋아요.,서울 동작구 흑석동 196-51
1,1,1,1,1,1,1,1,1,0,1,0,1,1,DDDGG,서울,동작구,empty,흑석로7길 26,3,45,37.507881,126.957607,"정문 3분 풀옵션 원룸 월차임에 수도세, 인터넷 포함 가성비 굿",서울 동작구 흑석동 199-7
1,1,1,1,1,1,1,1,1,0,0,1,1,1,OR,서울,동작구,empty,대방동15다길 3,2,35,37.503202,126.922151,안심추천 21년 신축 마지막찬스 주인공이 되세요,서울 동작구 대방동 389-39
1,1,1,1,1,1,1,1,1,0,0,1,1,1,APT,서울,종로구,empty,종로58가길 27,7,58,37.57243,127.0167,동묘역1분 전입가능 현관보안O 풀옵션 빠른입주가,서울 종로구 숭인동 296-19
0,1,1,1,0,1,0,1,1,1,0,0,0,1,OPST,서울,종로구,empty,평창문화로 29,3,50,37.60491,126.964743,empty,서울 종로구 평창동 289-5
1,1,1,1,1,1,1,1,1,0,1,0,1,1,OR,서울,종로구,empty,진흥로22길 47,B1,55,37.605827,126.956718,상명대 후문 예쁜 쉐어하우스,서울 종로구 구기동 50-4
1,1,1,1,1,1,1,1,1,0,1,1,1,1,OR,서울,강동구,empty,양재대로141길 8,3,50,37.551282,127.143474,깔끔한 풀옵션원룸 명일역초역세권 교통노선 굿,서울 강동구 명일동 312-84
1,1,1,1,1,1,1,1,1,0,0,0,1,1,DDDGG,서울,강동구,천호동,empty,B1,40,37.543592,127.136307,굽은다리역세권 전용이 넓고 큼직한 2룸 즉시입주,서울 강동구 천호동 91-1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,DDDGG,서울,강동구,empty,양재대로124길 49,1,30,37.543243,127.1451,"수리되어 깨끗한 원룸, 굽은다리역 5분, 주인 좋음,",서울 강동구 길동 331-5
1,1,1,1,1,1,1,1,1,0,1,1,1,1,DDDGG,서울,강동구,empty,상암로39길 77,B1,40,37.549438,127.140364,"GOLD, 방2화1, 넓은편임, 명일역 , 입주하시",서울 강동구 천호동 16-5
1,1,1,1,1,1,1,0,1,0,1,1,1,1,DDDGG,서울,강동구,empty,고덕로83길 54,2,50,37.559444,127.168803,저렴하고 쾌적한 투룸 월세 I 깨끗한 거주환경 I 상일동역 도보권,서울 강동구 고덕동 187-2
